Easting,Northing,Depth
352928,4386922,107.6
351357.4,4386922,3.2
352959,4386922,106.1
351415,4386922,2
352922.5,4386922,108
352955,4386922,103.3
352915.7,4386922,112.7
352487,4386923,50.5
352938.6,4386923,105.3
352943.2,4386923,103.8
351384.3,4386923,3.8
352947.8,4386923,102.3
352951.6,4386923,105.6
352935.8,4386923,108.4
351417.3,4386924,2
351383.2,4386924,3.9
351371.3,4386924,3.3
352433.1,4386924,31.6
351370.4,4386925,4.8
352487.4,4386925,50.3
352518.1,4386925,22.9
352423.2,4386925,37.1
351419.5,4386925,2.1
353280.6,4386925,79.3
351410,4386926,2
353280.2,4386927,84.8
351422,4386927,2.2
351381,4386927,4.2
351368.1,4386927,6.5
353412,4386927,75.3
351354.2,4386927,2
351423.3,4386928,2.2
352517.5,4386928,21.9
353267.2,4386929,74.1
351414.2,4386929,2.1
353279.9,4386930,87.9
351415.5,4386930,2.3
351362.6,4386930,2.8
351364,4386930,4.1
351425.6,4386930,2.3
352487.9,4386930,50
353413.5,4386930,76.7
353400.7,4386930,71.6
352434.8,4386931,24.4
352422.5,4386931,22.3
352516.4,4386931,21.2
351429.2,4386931,2.4
351377.9,4386931,6.5
351431.8,4386932,2.4
351377.2,4386932,5.5
353402.8,4386933,75.2
351357.1,4386933,1.8
351418.8,4386933,2.3
351434.6,4386934,2.5
352515,4386934,20.3
353415.4,4386934,77.9
353155.4,4386935,78.9
351375.1,4386935,2.8
353160.1,4386935,79.6
353167.4,4386935,79.5
353151.7,4386935,77.4
353171.1,4386935,79.7
352435.9,4386935,23
353265.4,4386935,81.2
353144.4,4386936,77.8
353148.5,4386936,77.4
351437,4386936,2.6
353183,4386936,79.6
353187.7,4386936,80
353175.8,4386936,79.5
353136.4,4386937,82.9
353280.3,4386937,97.5
353195.5,4386937,81
353140.4,4386937,80.7
352513.9,4386937,19.5
353416.5,4386937,89.3
353406.1,4386937,76.4
351439.4,4386938,2.6
351422.5,4386938,2.5
353204.6,4386938,82.9
352436.5,4386938,25.1
351373.3,4386938,2.2
352488.3,4386938,49.3
353128.2,4386938,85.4
352808.6,4386938,117
352787.9,4386938,117
353132.3,4386938,84
352813.8,4386938,116.7
353200.6,4386938,81.8
352822.1,4386938,115.3
352817.9,4386938,115.7
352800.3,4386939,118
353264.4,4386939,85.8
352829.3,4386939,113.6
353208.6,4386939,83.9
352778.9,4386939,113.1
353118.6,4386939,87.4
352783.1,4386939,116.1
352796.2,4386939,118.1
353212.5,4386939,84.9
351441.7,4386939,2.8
352838.8,4386940,111.6
351372.3,4386940,2
352421.3,4386940,12.6
353408.5,4386940,77.4
353216.5,4386940,86
352770.3,4386940,103
352513.7,4386940,17.4
353110.1,4386940,100.3
352768.1,4386940,96.3
351424.2,4386940,2.7
353224.1,4386941,87.2
352843,4386941,110.5
351444,4386941,2.9
352762.5,4386941,90.4
353220.5,4386941,86.7
351445.3,4386942,3.1
353232.6,4386942,88.5
353410,4386942,78.5
353242.9,4386942,90
353102.2,4386942,101.2
352514.1,4386942,14.9
353235.3,4386942,89
353228.6,4386942,88.4
352758.7,4386942,81.8
352850.8,4386942,103.5
353248.9,4386943,90.5
352488.3,4386943,48
352755.7,4386943,76.2
353097.7,4386943,101.4
352854.8,4386943,100.7
351426.9,4386943,2.9
352506,4386943,24.8
353251.7,4386943,91.2
352420.7,4386944,9.6
353259.8,4386944,91.7
352750.3,4386944,68
351447.6,4386944,3.3
352514.3,4386944,13.5
351370.5,4386944,2
353256,4386944,91.7
352438.6,4386945,27.9
353282.8,4386945,98.9
353273.1,4386945,92.5
353279.6,4386945,92.3
352514.2,4386945,11.3
352507.3,4386945,20.7
353412.7,4386945,85.2
353090.6,4386945,105.2
353265.1,4386945,91.9
352861.9,4386945,96.1
353422,4386945,103.8
353339.6,4386946,76.1
351369.7,4386946,1.9
353350.3,4386946,75.4
353385.8,4386946,78
351429.4,4386946,3.1
352738.1,4386946,34.1
353322.2,4386946,77.1
353355.8,4386946,76.9
353319.9,4386946,78.5
352740.7,4386946,37.7
352513,4386946,11.3
353343.6,4386946,75.2
352865.6,4386946,91.4
353314.5,4386946,79.9
353347.7,4386946,75.5
353382.8,4386946,77.9
352420.2,4386946,9.4
353086.3,4386946,103.1
353397.3,4386947,80.4
353394.1,4386947,78.3
353292.9,4386947,90.3
353308.3,4386947,81.5
351450.4,4386947,3.5
353362.6,4386947,78.3
353370.7,4386947,77.6
353330.7,4386947,75.9
353391.2,4386947,78
353303.9,4386947,84
353326.7,4386947,76.2
353298.8,4386947,86.4
352439.3,4386947,31
353378.3,4386947,76.6
353296.3,4386947,87.7
352869.8,4386948,88.3
353262,4386948,95.1
353078.2,4386948,103
351452.5,4386948,3.5
351368.3,4386948,1.9
352488.2,4386948,46.7
352735.1,4386948,26.7
353400.9,4386948,84.1
352874.1,4386949,82.2
351432.1,4386949,3.2
353425,4386949,111.7
353416.5,4386949,95.8
353071.1,4386949,102.6
353285.2,4386950,100.4
353418,4386950,103.9
352878.1,4386950,76
351456.3,4386951,3.6
352440.6,4386951,34.1
353405,4386951,88.5
353063.7,4386951,102.7
352416.2,4386951,10.7
353426.6,4386951,122
352882.6,4386951,72
352732.6,4386952,13.8
351458.2,4386952,3.7
352887.3,4386952,70.2
353058.5,4386952,102.6
352488,4386952,43.4
352889.6,4386952,67.3
351434.5,4386952,3.4
352413.2,4386953,11.9
352412.7,4386953,11.8
353051.7,4386953,102.1
353420.6,4386953,115.8
353054.1,4386953,102
352894.3,4386953,67.5
353363.4,4386954,89.9
353406.7,4386954,97.7
353047.8,4386954,101.8
352897.9,4386954,65.8
352441.7,4386954,37.5
351371.4,4386954,1.9
353358.8,4386954,86
353287.8,4386955,101.2
353043.7,4386955,101.3
353374.7,4386955,102.8
353337,4386955,86.5
353379.4,4386955,100.7
353371,4386955,97.6
353431,4386955,125.5
353384.9,4386955,101.3
352903.5,4386955,63.9
353352.6,4386955,85.4
351460.4,4386955,3.8
352732,4386955,14.4
353289.1,4386956,101.3
352399.6,4386956,7.8
352406.2,4386956,10.1
352394.6,4386956,9.8
353039.7,4386956,101
352401.8,4386956,8.6
353395.5,4386956,109.5
352906.2,4386956,62
353390.3,4386956,104.8
353035.7,4386956,100.4
351438,4386956,3.6
351461.4,4386956,3.8
353400.8,4386957,116.1
353259.1,4386957,101.5
353323.1,4386957,89.2
352404.2,4386957,8.7
353026,4386957,99.7
352391.7,4386957,10.9
352911.8,4386957,58.2
352732.1,4386957,16.6
352404.2,4386957,9.5
353409.9,4386958,105.1
353433.3,4386958,125.2
352915.9,4386958,57.5
352922.4,4386958,57.7
352400.7,4386958,8.4
353318.5,4386958,90.2
352407.2,4386958,11.1
352388.6,4386958,12.7
353022.2,4386958,96.6
353010.1,4386958,89.7
351439.9,4386958,3.7
352381.6,4386959,13.1
352932.7,4386959,57.4
352928.5,4386959,57.1
352998.9,4386959,84
353291.9,4386959,100.4
351374.8,4386959,3.7
352989.5,4386959,79.9
353425.8,4386959,122
352443.6,4386959,44.2
353426,4386959,124.3
352732.9,4386959,20.4
351463.3,4386959,3.9
353407.8,4386959,127
353312,4386959,91.5
352993.5,4386959,82
352343.4,4386960,8
352935,4386960,58.3
352392.4,4386960,10.6
352354.9,4386960,10.3
352378.5,4386960,13.3
352346.4,4386960,8.7
352977.4,4386960,73.2
352348.5,4386960,8.9
353308.9,4386960,93.2
352966.1,4386960,67.1
352351.3,4386960,9.5
352957.7,4386960,64.9
353295.2,4386960,99
352961.9,4386960,65.4
352941.1,4386960,61.1
352982.4,4386960,75.4
353411.6,4386960,114.7
352952.5,4386960,63.4
351377.2,4386961,4.1
352389.3,4386961,12.8
352375.3,4386961,13.9
353302.8,4386961,95
352409.4,4386961,13.9
352360.6,4386961,11.9
352370.6,4386961,13.2
353298.8,4386961,97.8
352365.3,4386961,12.5
352374,4386961,13.7
351466.1,4386962,3.8
352385.6,4386962,14.7
352444.5,4386962,46
352486.4,4386962,33.6
352734.3,4386962,24.2
352340.2,4386962,8.2
353428.2,4386962,124.3
353413.8,4386963,122.3
353416.6,4386963,128.6
351444.4,4386963,3.9
352382,4386963,15.8
352410.4,4386964,16.2
352485.3,4386964,29.3
351467.1,4386964,3.9
353430.6,4386965,118.3
352378,4386965,17.4
352445.4,4386965,46.7
353416.2,4386966,123.8
351447.3,4386966,4.1
352737.4,4386966,28.1
352339.6,4386966,11.6
353420.6,4386966,126.5
351381.9,4386967,4.7
353440.6,4386967,111.8
352374.4,4386967,19.4
352371.6,4386968,21.3
353433,4386968,109.5
352410.9,4386968,20.8
351469.5,4386968,3.9
353421.5,4386969,121.7
352340.3,4386969,14.6
351383.8,4386969,4.8
353443,4386969,110.1
352411.1,4386970,22.8
353424.1,4386970,123.7
352481.3,4386970,28.9
352446.3,4386970,47.3
353419.3,4386970,123.9
352367.3,4386970,22.1
353423.9,4386970,116.8
352340.8,4386970,21.4
353430.4,4386971,112.9
353253.2,4386971,99.3
352739.8,4386971,30.4
352360.8,4386971,23
351451.4,4386971,4.2
353435.4,4386971,108.7
351471.6,4386971,4
353434.8,4386972,112.3
352479.1,4386972,29.3
351472.3,4386972,4
351386.3,4386972,5.3
353437.4,4386973,105.4
352446.8,4386973,47.6
352354.5,4386973,23.5
352740.9,4386973,37.4
353426.8,4386974,118.8
353447.6,4386974,100.8
353437.8,4386974,109.9
352475.6,4386975,31.4
352349.1,4386975,23.9
352741.9,4386975,44.3
352300,4386976,6.5
353424.2,4386976,122
352301.1,4386976,7.7
352447.3,4386976,47.8
352298.6,4386976,6.6
351454.7,4386976,4.3
351473.4,4386976,4.1
352342.9,4386976,24.5
352297.3,4386977,6.9
352472.1,4386977,31.4
352411.2,4386977,33.3
352302.7,4386977,9.4
353250,4386977,101.3
351389.7,4386977,5.6
353440.3,4386977,102.8
352411.3,4386978,42.4
352343.2,4386978,24.3
353449.8,4386978,93.1
352742.2,4386978,42.9
352742,4386979,40.9
352447.9,4386979,47.6
352344.2,4386979,28.1
352304,4386979,11.1
351391.4,4386979,5.9
352340.3,4386979,24.7
353426.6,4386979,119.8
351473.3,4386980,4.1
353451,4386980,83.7
352295.8,4386980,8.7
352336.7,4386980,24.7
352295.3,4386981,10
352741,4386981,37.2
352411.3,4386981,44.1
352467.3,4386981,30.4
353427.9,4386981,114.5
353247.6,4386981,101.6
351393.7,4386982,6.3
351459.2,4386982,4.5
353429.1,4386982,109
353445.1,4386982,90.6
352333.2,4386982,24.8
353443.6,4386982,95.9
352448.7,4386982,46.5
352464.3,4386983,30.4
353453.3,4386983,74.8
352345.5,4386983,31.6
352306,4386983,16.5
353453.7,4386983,65.7
353445.9,4386984,87.6
352411.4,4386984,44.7
352293.6,4386984,11.8
352449.1,4386984,39.5
353343.7,4386985,103.8
353352.3,4386985,104.4
352326.2,4386985,25.2
351461,4386985,4.6
351475.2,4386985,4.3
353356.4,4386985,104.6
352306.3,4386985,19.1
353367.6,4386986,104.3
353456.4,4386986,67.3
352291.7,4386986,12.8
353338.1,4386986,104.8
353360.3,4386986,104
353335.1,4386986,105.6
353445,4386986,91.9
352324.7,4386986,25.1
352346.4,4386986,35
353363.9,4386986,103.7
353296.3,4386987,102.2
353283.9,4386987,100.5
353277.6,4386987,100.2
353384,4386987,118
353286.8,4386987,101.4
352289.3,4386987,13.3
352321.2,4386987,25.2
352458.4,4386987,30.8
353290.6,4386987,101.2
353433.2,4386987,103.1
352737.5,4386987,27
353303.6,4386987,103.3
353371.7,4386987,108.5
353299.3,4386987,103.2
353274.5,4386987,99.7
352287,4386987,12.7
353379.9,4386987,116.8
352411.4,4386987,45.1
353388.1,4386988,117.6
353257.5,4386988,100.8
353448.7,4386988,79.5
351476.4,4386988,4.4
353312.5,4386988,103.9
353253.4,4386988,100.8
352318.8,4386988,25.2
353316.9,4386988,106.3
352286.2,4386988,11.6
353428,4386988,105
353308,4386988,103.2
353321.2,4386988,108.5
353261.6,4386988,100.1
353325.5,4386988,109.6
353266.3,4386988,100.1
352280.7,4386988,10.3
351464,4386989,4.7
351398.3,4386989,6.7
352306.6,4386989,21.7
352456,4386989,31.9
353244.1,4386989,102.6
353243.3,4386989,100.7
353392.2,4386989,119.1
352347.3,4386989,37.6
353247.7,4386989,100.7
353396.3,4386989,122.5
352276.6,4386989,9.6
352736.4,4386989,23.5
352313.7,4386990,24.6
353122.8,4386990,97.3
353114,4386990,96.1
353234.8,4386990,100.8
351477.1,4386990,4.6
352411.4,4386990,45.4
353125.1,4386990,99.2
353460.9,4386990,64.7
353130.6,4386990,99.3
353134,4386990,99.4
353118.4,4386990,95.9
353239.1,4386990,100.4
353230.4,4386990,100.7
353400.4,4386990,122.7
353226.2,4386991,100.3
353426.9,4386991,102.8
352307.6,4386991,24
353461.6,4386991,57.6
353404.5,4386991,122.1
353108.7,4386991,97.5
351466.3,4386991,4.9
352451,4386991,36.4
353137.9,4386991,99.5
352310.1,4386991,24.2
353217.6,4386991,100.7
353442.8,4386991,90
353100.5,4386991,99.3
353222,4386991,100.8
353105.7,4386991,99.4
353166.8,4386992,99.3
352272.4,4386992,9
353408.7,4386992,118.2
352450.3,4386992,33.4
353154.3,4386992,100.1
352734.2,4386992,19
353096.4,4386992,98.7
353159,4386992,100
353210.9,4386992,100.6
352348,4386992,38.8
353151.7,4386992,100.2
353147.7,4386992,99.8
352306.7,4386992,24.4
353162.6,4386992,99
353213.4,4386992,100.1
353092.3,4386992,96.8
353083.6,4386993,92.3
353088.1,4386993,95.4
353068.5,4386993,85.8
353438.6,4386993,89.7
353081.4,4386993,90.4
353417.1,4386993,112.2
353058.8,4386993,82.4
353412.9,4386993,116.7
353056.3,4386993,79.5
353196.4,4386993,101.5
352270.4,4386993,10
353202.2,4386993,100.9
353206.3,4386993,100.6
352306.8,4386993,27.2
353076.4,4386993,89.2
353175.1,4386993,100.8
353172.1,4386993,99.6
352411.3,4386993,45.3
352451.8,4386994,31.9
353043.8,4386994,72.4
353048.1,4386994,75.1
353241.8,4386994,104.3
353189.6,4386994,102
351477.1,4386994,4.7
353193.5,4386994,102.4
353453.4,4386994,68.1
352446.3,4386994,33.3
353042.7,4386994,69.6
351400.7,4386994,6.7
353421.3,4386994,104.6
352348.6,4386995,39.8
353038.7,4386995,67.4
352452.3,4386995,28.8
352296.5,4386995,23.7
351468.8,4386995,5.2
353431.4,4386995,93.9
352732.1,4386995,15.1
353424,4386995,101
352298.2,4386995,24.1
353466.8,4386996,48.2
352306.8,4386996,29.7
353030.9,4386996,65.1
352267.8,4386996,11.3
353439.7,4386997,83.2
352442,4386997,34.3
353437.6,4386997,87.5
353027.2,4386997,63.3
352891.2,4386997,101.3
352292.8,4386997,23.7
352896.8,4386997,99
352899.6,4386997,97.3
353019.9,4386997,58.6
351476.3,4386997,4.9
352884.7,4386997,107.6
353023.1,4386997,60.3
353442,4386997,77.8
352886.6,4386997,104.3
352411.1,4386997,45
353468.2,4386997,44.5
352873.8,4386998,114.4
352909.1,4386998,90.5
352453.8,4386998,25.7
352915.3,4386998,86.5
352871.8,4386998,116.5
353443.3,4386998,70.2
353420.5,4386998,97.7
352912.1,4386998,87.8
352877,4386998,110.8
353014.9,4386998,55.9
352455,4386999,23.6
352349.1,4386999,40.6
352264.2,4386999,13.4
353470.9,4386999,43
353012.3,4386999,55
352922.8,4386999,85.6
352867.5,4386999,117.1
352918.4,4386999,86.7
352287.4,4386999,23.8
352437.9,4386999,35.1
353008.3,4386999,53.8
353000.5,4387000,50.5
352861.4,4387000,117.3
353448.2,4387000,69.6
352457.2,4387000,21.2
353004.3,4387000,52.3
352925.7,4387000,84.1
352864.4,4387000,117.1
353239.8,4387000,104.2
351404,4387000,6.5
352306.8,4387000,32.9
352858.4,4387001,117.8
352929.4,4387001,82.7
351476,4387001,5.2
352932.4,4387001,80.6
352261.7,4387001,14.4
353432.2,4387001,84.7
353458.8,4387001,55.9
352996.7,4387001,49.6
352855.4,4387001,117.6
353472.8,4387001,39.3
353446.4,4387002,68.5
352349.5,4387002,41.2
352280.8,4387002,23.2
352991.8,4387002,49.2
353414.9,4387002,103.1
352938.7,4387002,75.5
353457.4,4387002,60
352306.8,4387002,34.5
351405.4,4387003,6.5
351475.8,4387003,5.8
352947.9,4387003,67.3
352429.5,4387003,34.9
352258,4387003,15.2
352977.2,4387003,50.6
352349.6,4387003,41.9
351474.3,4387003,5.8
352410.6,4387003,43.1
352981,4387003,49.2
352945.8,4387003,70.1
352942.1,4387003,72.7
353459.2,4387003,52
352952.5,4387003,66.8
352984,4387003,48.8
352987.1,4387003,48.8
353428.5,4387003,83.7
352846.9,4387004,117.6
352272.9,4387004,21.2
352961.2,4387004,61.5
352969,4387004,54.3
352254.8,4387004,15.4
352729.5,4387004,6.7
353463.2,4387004,46.1
352954.6,4387004,65.9
352966.3,4387004,57.8
353411.2,4387004,111.7
352973.4,4387004,51.5
352957.9,4387004,64.5
351489.5,4387004,4.5
351488.5,4387004,4.7
353238.2,4387004,103.9
353460.8,4387004,49.3
352251.9,4387004,15.1
351485,4387004,5.3
352425.3,4387005,35.1
352268.9,4387005,21.1
351483.8,4387005,5.7
353448.6,4387005,64
353475.7,4387005,34.5
352839.3,4387005,118.1
352834.2,4387005,116.6
353424.8,4387005,81
352265.9,4387005,20.6
351492.3,4387006,4.4
352456.7,4387006,17.8
352245.8,4387006,12.5
352730.4,4387006,6.6
352817.8,4387006,115.4
352410.3,4387006,40.5
352814.6,4387006,114.4
352826.5,4387006,116.4
352462.1,4387006,14.1
353406.9,4387006,115.4
352452.6,4387006,19
352824.7,4387006,115.8
352829.7,4387006,116.4
352459,4387007,14.5
352237.6,4387007,9
351475.1,4387007,7.3
351685.5,4387007,9.6
351477.3,4387007,6.2
352349.8,4387007,42
352450.3,4387007,19.2
352805.5,4387007,111.9
351407.2,4387007,6.6
353237.2,4387007,107
352421.1,4387007,34.5
351683.6,4387007,9.6
352306.6,4387007,35.9
352459.9,4387007,12.4
352808.5,4387007,112.8
351481.5,4387007,6.7
352262.2,4387007,20.6
352257.4,4387008,20.4
352417.7,4387008,34.9
351682.2,4387008,9.7
352795.9,4387008,102.7
352779.4,4387008,79.4
352461.1,4387008,11.1
352462.8,4387008,10.5
352801.2,4387008,110.3
351478.5,4387008,6.6
353464.2,4387008,45.2
352793.3,4387008,96.6
352783.5,4387008,81.9
352449.6,4387008,16.5
352410.1,4387008,37.5
352798.1,4387008,107.9
351494,4387008,4.4
352775,4387008,73.8
352789.7,4387008,89.1
353471.8,4387008,37.9
352731.7,4387008,7.1
353402.6,4387009,113.6
352234.3,4387009,8.9
353478.3,4387009,28.7
352771.3,4387009,68.8
352767.8,4387009,64.6
351478.4,4387009,9.3
351686.1,4387009,9.8
352462,4387009,10.2
351495.3,4387010,4.7
352252.4,4387010,20.6
352734.3,4387010,8.7
352414.3,4387010,35.7
351681.4,4387010,10.2
353415.9,4387010,84.6
352761.2,4387010,53.1
352763,4387010,58.5
352756.5,4387011,43
353466.7,4387011,41.2
351476.7,4387011,10.5
352753.6,4387011,37.8
353452.8,4387011,52.5
351473.7,4387011,9.7
352746.9,4387011,27.4
352749.9,4387011,32.5
352741.9,4387011,17.9
351680.9,4387011,11.6
351689.9,4387011,10.1
352736.1,4387011,11.2
352306.6,4387011,37.5
352249.8,4387011,20.5
352233.4,4387011,9.9
352744.1,4387011,21.9
352758,4387011,47.8
351679.6,4387012,12.9
352404.6,4387012,36.8
351643.6,4387012,7.2
352409.8,4387012,34.6
351680.1,4387012,12.4
353468,4387012,35.8
351409.7,4387012,6.6
351647.8,4387012,7.8
352449,4387012,12.9
352739.4,4387012,13.8
351646.1,4387012,7
351680.3,4387012,11.9
353398.5,4387012,114.7
353411.8,4387012,97.3
353478.9,4387012,22
352449.3,4387012,10.4
352306.6,4387013,38.4
351472.4,4387013,8.9
351649.8,4387013,8.8
351678.7,4387013,13.1
351679.2,4387013,12.8
351484.9,4387013,5.8
351678.2,4387013,13.6
352233.7,4387013,16.3
352244.9,4387013,19.3
351473.7,4387014,7.9
351488.8,4387014,5.4
352443.8,4387014,7.2
351676.6,4387014,14.6
353408.8,4387014,101.9
351676.9,4387014,14.5
351677.3,4387014,14.2
351492.6,4387014,5.2
351677.7,4387014,14
351641.8,4387014,8.3
352448.2,4387014,11.9
351692.8,4387014,10.9
351500.3,4387014,4.7
352350.3,4387014,42.6
351505.6,4387014,4.2
352445.6,4387014,11.1
352450.3,4387015,10.6
351507.3,4387015,4.5
352395.2,4387015,38.4
352451.6,4387015,8.3
351651.6,4387015,10.1
351411.2,4387015,6.8
353478.6,4387015,16.5
352240.5,4387015,19.1
351676.1,4387015,14.6
353455.5,4387015,46.2
353470.3,4387015,28.1
352306.8,4387016,39.2
352452,4387016,7.3
351498,4387016,5
351695.5,4387016,10.8
351472.7,4387016,6.7
352350.6,4387016,42.3
353404.3,4387016,102.4
351674.1,4387016,14.7
351411.9,4387016,6.7
353474.9,4387016,22.8
351497.9,4387016,5.1
353233.8,4387016,106.4
352441.6,4387016,5.6
352389.4,4387016,39.8
351514.7,4387016,4.4
351673.3,4387016,14.8
351501.8,4387016,5.1
351536.8,4387017,3.6
352233,4387017,16.7
351518.9,4387017,4.1
351534.8,4387017,3.8
351530.5,4387017,4.2
351528.8,4387017,4.4
352439,4387017,5.5
351524.9,4387017,3.9
351521,4387017,3.8
351509,4387017,4.7
351507.3,4387017,4.9
351504.4,4387017,5
351654.3,4387017,10.5
351412.5,4387017,6.6
352234,4387017,18.1
352454.9,4387017,4.9
351670.8,4387017,14.6
352455.2,4387017,4.8
352454.8,4387017,5.5
353456.8,4387017,39.2
352454.3,4387017,6.6
352453.7,4387017,4.7
351672.5,4387017,14.7
352386.3,4387017,40.8
351671.7,4387017,14.7
351669.8,4387018,14.7
351656.2,4387018,10.8
351696.9,4387018,10.5
351669.3,4387018,14.3
351668.2,4387018,13.1
351513,4387018,4.7
351504.4,4387018,4.9
352380.4,4387018,40.9
351541.3,4387018,3.6
351413,4387018,6.7
352437.2,4387018,7.7
351665.8,4387019,12.5
351598,4387019,6.1
353391.4,4387019,112.5
351599.8,4387019,7
351495.2,4387019,5.7
351544.7,4387019,3.9
351658.9,4387019,11.2
351413.3,4387019,6.7
353398.7,4387019,102.5
352377.3,4387019,41.5
352351.2,4387019,42.4
351596.4,4387019,6.1
351660.7,4387019,11.4
352409,4387019,27.5
353473.7,4387019,20.6
353472.9,4387019,22.9
351666.9,4387019,12.9
351664.1,4387019,12.1
351508.5,4387019,4.9
351471.1,4387019,6.1
351641.7,4387019,10.7
351515.8,4387020,4.8
353476.5,4387020,15
352371.3,4387020,41.6
351512.3,4387020,5
352307,4387020,39.8
351593.8,4387020,6.4
351601.1,4387020,8.8
351413.9,4387020,6.7
352225.1,4387020,15.7
351546.1,4387020,4.5
353472.5,4387021,20.6
352237.8,4387021,24.3
351470.2,4387021,5.9
352434,4387021,9.5
353232.2,4387021,107.9
351549.7,4387021,5.4
353396.1,4387021,102.7
352368.3,4387021,41.5
351468.4,4387021,6.1
351414.6,4387021,6.6
351588.1,4387021,6.7
351591.3,4387021,6.5
351518.4,4387021,5
352352,4387022,42.2
353387.7,4387022,110.2
351415.3,4387022,6.6
353460.9,4387022,34.9
351703.6,4387022,9.5
351493.3,4387022,7.1
353473.4,4387022,19.4
351516.1,4387022,5.1
351561.6,4387023,5.2
351466.6,4387023,5.8
351704.3,4387023,9.8
352362.3,4387023,41.5
353474,4387023,15.6
351583.2,4387023,6.4
351556.9,4387023,6
351641.7,4387023,13
351553.2,4387023,5.8
352217.8,4387023,16
353473.1,4387023,17.1
351520.2,4387023,5.1
351601.8,4387023,11.8
352430.5,4387023,9.7
351558.8,4387023,5.6
352239.2,4387024,29
352307.1,4387024,40.2
351554.9,4387024,6
351469.2,4387024,5.7
353462.8,4387024,30
352357.8,4387024,41.6
351556.2,4387024,6.6
351563.7,4387024,5.1
351581.2,4387024,6.4
351416.9,4387024,6.6
351418.2,4387025,6.6
351559.3,4387025,6.2
352213.3,4387025,16.7
353472.2,4387025,16.2
351565.4,4387025,5.1
351523.2,4387025,5.8
352353.3,4387025,41.6
351705.6,4387025,10.5
352408.2,4387025,19.9
351523.9,4387025,5.4
351556.1,4387026,7.2
351420.2,4387026,6.7
351568,4387026,5.3
353467.6,4387026,22.8
351464.9,4387026,5.6
352348.8,4387026,41.3
351602.3,4387026,13.4
351571.1,4387026,6.1
351468.1,4387026,5.5
353464.7,4387026,25.7
351573.4,4387026,6.3
353471.5,4387026,16.5
353391.7,4387026,102
351572.3,4387026,5.8
351527.7,4387026,5.9
351577.1,4387026,6.4
351577.1,4387026,6.9
352209.5,4387027,16.6
352346,4387027,41.2
352353.8,4387027,41.5
351568.8,4387027,6.2
351565.1,4387027,6.3
352198.3,4387027,11.7
351579.1,4387027,7.9
351532.3,4387027,6.5
353229.6,4387027,109.2
351422,4387027,6.8
352197.4,4387027,10.9
353470.4,4387027,16.8
352426.3,4387027,9.6
351706.2,4387027,11.2
353383.4,4387027,103.4
352307.3,4387027,40.4
351424.3,4387028,7
351467.1,4387028,5.5
352341.5,4387028,41.1
352200.3,4387028,14.2
351489.2,4387028,11.1
352408,4387028,15.4
351489.4,4387028,10.1
351528.3,4387028,6.3
351580.3,4387028,8.9
351463.2,4387028,5.3
353464.4,4387028,24.2
352195.8,4387028,11.2
352206.7,4387028,16.6
351537.8,4387028,6.9
353469.1,4387028,18.5
353470.1,4387028,15.1
353467.3,4387028,21.3
351544.4,4387029,7.4
352354.6,4387029,37.2
352423.4,4387029,9
351427.7,4387029,7.1
352242.1,4387029,35
351541.9,4387029,7.2
351602.6,4387029,11.3
352337,4387029,40.3
352194.3,4387029,11.4
351530.2,4387029,6.6
351548.4,4387030,7.6
352400,4387030,12.9
352421.4,4387030,7.9
353387.9,4387030,96.2
352402.6,4387030,13
351461.1,4387030,5.1
353228.5,4387030,110.7
351554.1,4387030,7.8
352408,4387030,11.5
352399.5,4387030,13.6
351706.4,4387030,12.4
351429.4,4387030,7.3
353461.2,4387030,25.3
352399.8,4387030,13.8
351558.4,4387030,7.8
352401.1,4387030,13.4
352307.4,4387030,40.5
351581.2,4387030,10
352405.6,4387030,11.8
352401.2,4387031,12
352402.7,4387031,10.9
351465.3,4387031,5.4
352410,4387031,10.8
352201.4,4387031,17.2
351532.8,4387031,7.1
353467.1,4387031,16.8
351564.9,4387031,8.4
353378.8,4387031,104
351602.8,4387031,10.4
352328.3,4387031,39.7
352200,4387031,16.5
352419.1,4387031,7.6
352192,4387032,13.3
351558,4387032,8.3
352355.9,4387032,33
351535.6,4387032,7.4
352414.6,4387032,7.8
352412,4387032,8.7
352243.5,4387032,36
352408.3,4387032,9.4
351487.2,4387032,9.3
352405.6,4387032,8.3
352404.8,4387032,9.1
351573.7,4387032,10.1
351457.7,4387032,5.2
353457.6,4387033,22.2
351454.5,4387033,5
352322.1,4387033,39.3
351433.6,4387033,7.5
352307.6,4387033,40.1
351642.8,4387033,11.2
351543.3,4387033,7.8
352195.5,4387033,16.7
351538.9,4387033,7.6
352190.2,4387033,13.6
352202.3,4387033,21.3
351581.9,4387033,11.3
351706.4,4387033,14.5
352408.2,4387033,8
351579.4,4387033,11.9
352357.2,4387034,29.9
352317.8,4387034,38.5
351549,4387034,8.3
352202.8,4387034,26.6
351451.3,4387034,4.9
351437.3,4387034,3.9
352244.6,4387034,36.4
353376.5,4387034,104.1
351436.3,4387034,5.1
351582.1,4387034,12.3
353465,4387034,15.1
351591.9,4387035,9.7
351602.8,4387035,9.9
351463.3,4387035,5.3
353226.3,4387035,111.1
351558.8,4387035,8.6
351594.6,4387035,9.4
352315.6,4387035,38
352187.3,4387035,13.5
351449.9,4387035,4.8
351555.4,4387035,8.4
351446.7,4387036,4.6
351643.7,4387036,10.6
352245.6,4387036,36.4
